,Pull Request Number,Pull Request State,Pull Request Body,Number of files changed,File Names,Number of Commits,Commit Messages,Commits Data,Review Comments
40,343,open,implemented the Fibonacci Search Algorithm,3,"['src/algorithms/search/README.md', 'src/algorithms/search/fibonacci-search/__test__/fibonacciSearch.js', 'src/algorithms/search/fibonacci-search/fibonacciSearch.js']",1,['Fibonacci Search \n\nimplemented the Fibonacci Search Algorithm'],"{'Name': 'src/algorithms/search/fibonacci-search/fibonacciSearch.js', 'Line Additions': 69, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,69 @@\n+/** Author Slim Gharbi\n+ * Fibonacci search implementation.\n+ *\n+ * @param {*[]} integers\n+ * @param {*} elementToSearch\n+ * @return {number}\n+ */\n+\n+\n+export default function fibonacciSearch(integers,elementToSearch) {\n+    /* Initialize fibonacci numbers */\n+    fibonacciMinus2 = 0;   // (m-2)'th Fibonacci No. \n+    fibonacciMinus1 = 1;   // (m-1)'th Fibonacci No. \n+    fibonacciNumber = fibonacciMinus2 + fibonacciMinus1; // m'th Fibonacci \n+  \n+\n+    /* fibonacciNumber is going to store the smallest  \n+    Fibonacci Number greater than or equal to the length of the array */\n+   while (fibonacciNumber < integers.length) {\n+       fibonacciMinus2 = fibonacciMinus1;\n+       fibonacciMinus1 = fibonacciNumber;\n+       fibonacciNumber = fibonacciMinus2 + fibonacciMinus1;\n+   }\n+\n+    // Marks the eliminated range from front \n+    offset = -1;\n+\n+    /* while there are elements to be inspected.  \n+       Note that we compare integers[fibonacciMinus2] with elementToSearch.  \n+       When fibonacciNumber becomes 1, fibonacciMinus2 becomes 0 */\n+   while (fibonacciNumber > 1) {\n+\n+       // Check if fibonacciMinus2 is a valid location \n+       i = Math.min(offset+fibonacciMinus2, integers.length-1);\n+\n+       /* If elementToSearch is greater than the value at  \n+          index fibonacciMinus2, cut the subarray array  \n+          from offset to i */\n+       if (integers[i] < elementToSearch) {\n+           fibonacciNumber = fibonacciMinus1;\n+           fibonacciMinus1 = fibonacciMinus2;\n+           fibonacciMinus2 = fibonacciNumber - fibonacciMinus1;\n+           offset = i;\n+       }\n+\n+       /* If elementToSearch is greater than the value at index  \n+          fibonacciMinus2, cut the subarray after i+1 */\n+       else if (integers[i] > elementToSearch) {\n+           fibonacciNumber = fibonacciMinus2;\n+           fibonacciMinus1 = fibonacciMinus1 - fibonacciMinus2;\n+           fibonacciMinus2 = fibonacciNumber - fibonacciMinus1;\n+       }\n+        /* element found. return index */\n+        else return i;\n+   }\n+   /* comparing the last element with elementToSearch */\n+   if (fibonacciMinus1 == 1 && integers[offset+1] == elementToSearch)\n+       return offset+1;\n+   /*element not found. return -1 */\n+   return -1;\n+}\n+\n+\n+\n+\n+\n+\n+\n+""}",[]
41,347,open,"I was investigating how Knapsack 0/1 algorithm is implemented and noticed that there is a bug.

What was done:
1. I've added test-case(please see the change), which shows that there is a problem.
This test case resulted in ""solveZeroOneKnapsackProblem"" method throwing an exception:
![2019-04-25_14-09-59](https://user-images.githubusercontent.com/12975069/56731985-9bcffb00-6764-11e9-9e97-878c7035d8e1.png)

2. Fixed the ""tracing up"" part of Knapsack 0/1 algorithm to fix the problem.
Made sure that all previous tests also pass(and ESLint is fine too).",2,"['src/algorithms/sets/knapsack-problem/Knapsack.js', 'src/algorithms/sets/knapsack-problem/__test__/Knapsack.test.js']",1,"['Add test for Knapsack 0/1 problem and fix ""tracing"" part of this algorithm.']","{'Name': 'src/algorithms/sets/knapsack-problem/__test__/Knapsack.test.js', 'Line Additions': 20, 'Line Deletions': 0, 'Patch': ""@@ -44,6 +44,26 @@ describe('Knapsack', () => {\n     expect(knapsack.selectedItems[1].toString()).toBe('v4 w3 x 1');\n   });\n \n+  it('should solve 0/1 knapsack problem 2', () => {\n+    const possibleKnapsackItems = [\n+      new KnapsackItem({ value: 5, weight: 3 }),\n+      new KnapsackItem({ value: 3, weight: 2 }),\n+      new KnapsackItem({ value: 4, weight: 1 }),\n+    ];\n+\n+    const maxKnapsackWeight = 5;\n+\n+    const knapsack = new Knapsack(possibleKnapsackItems, maxKnapsackWeight);\n+\n+    knapsack.solveZeroOneKnapsackProblem();\n+\n+    expect(knapsack.totalValue).toBe(9);\n+    expect(knapsack.totalWeight).toBe(4);\n+    expect(knapsack.selectedItems.length).toBe(2);\n+    expect(knapsack.selectedItems[0].toString()).toBe('v5 w3 x 1');\n+    expect(knapsack.selectedItems[1].toString()).toBe('v4 w1 x 1');\n+  });\n+\n   it('should solve 0/1 knapsack problem with impossible items set', () => {\n     const possibleKnapsackItems = [\n       new KnapsackItem({ value: 5, weight: 40 }),""}",[]
42,348,open,implemented fibonacci search with its test,3,"['src/algorithms/search/fibonacci-search/README.md', 'src/algorithms/search/fibonacci-search/__test__/fibonacciSearch.test.js', 'src/algorithms/search/fibonacci-search/fibonacciSearch.js']",1,['Add the Fibonacci Search Algortihm\n\nimplemented fibonacci search with its test'],"{'Name': 'src/algorithms/search/fibonacci-search/fibonacciSearch.js', 'Line Additions': 51, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,51 @@\n+/** Author Slim Gharbi\n+ * Fibonacci search implementation.\n+ *\n+ * @param {*[]} integers\n+ * @param {*} elementToSearch\n+ * @return {number}\n+ */\n+export default function fibonacciSearch(integers, elementToSearch) {\n+  let i;\n+\n+  /* Initialize fibonacci numbers */\n+  let fibonacciMinus2 = 0;// (m-2)'th Fibonacci No.\n+  let fibonacciMinus1 = 1;// (m-1)'th Fibonacci No.\n+  let fibonacciNumber = fibonacciMinus2 + fibonacciMinus1; // m'th Fibonacci\n+  /* fibonacciNumber is going to store the smallest\n+ Fibonacci Number greater than or equal to the length of the array */\n+  while (fibonacciNumber < integers.length) {\n+    fibonacciMinus2 = fibonacciMinus1;\n+    fibonacciMinus1 = fibonacciNumber;\n+    fibonacciNumber = fibonacciMinus2 + fibonacciMinus1;\n+  }\n+  // Marks the eliminated range from front\n+  let offset = -1;\n+  /* while there are elements to be inspected.\n+ Note that we compare integers[fibonacciMinus2] with elementToSearch.\n+ When fibonacciNumber becomes 1, fibonacciMinus2 becomes 0 */\n+  while (fibonacciNumber > 1) {\n+  // Check if fibonacciMinus2 is a valid location\n+    i = Math.min((offset + fibonacciMinus2), (integers.length - 1));\n+    /* If elementToSearch is greater than the value at\n+  index fibonacciMinus2, cut the subarray array\n+  from offset to i */\n+    if (integers[i] < elementToSearch) {\n+      fibonacciNumber = fibonacciMinus1;\n+      fibonacciMinus1 = fibonacciMinus2;\n+      fibonacciMinus2 = fibonacciNumber - fibonacciMinus1;\n+      offset = i;\n+    } else if (integers[i] > elementToSearch) {\n+      fibonacciNumber = fibonacciMinus2;\n+      fibonacciMinus1 -= fibonacciMinus2;\n+      fibonacciMinus2 = fibonacciNumber - fibonacciMinus1;\n+      /* If elementToSearch is greater than the value at index\n+      fibonacciMinus2, cut the subarray after i+1 */\n+    } else return i;\n+    // element found. return index\n+  }\n+  // comparing the last element with elementToSearch\n+  if (fibonacciMinus1 === 1 && integers[offset + 1] === elementToSearch) return offset + 1;\n+  // element not found. return -1\n+  return -1;\n+}""}",[]
43,356,open,Removed tmp const and swapped elements using destructuring,1,['src/algorithms/sorting/insertion-sort/InsertionSort.js'],3,"['Optimized removing tmp const\n\nRemoved tmp const and swapped elements using destructuring', 'Added semicolon and resolved max-len for a line', 'Update InsertionSort.js']","{'Name': 'src/algorithms/sorting/insertion-sort/InsertionSort.js', 'Line Additions': 4, 'Line Deletions': 3, 'Patch': '@@ -21,9 +21,10 @@ export default class InsertionSort extends Sort {\n         this.callbacks.visitingCallback(array[currentIndex - 1]);\n \n         // Swap the elements.\n-        const tmp = array[currentIndex - 1];\n-        array[currentIndex - 1] = array[currentIndex];\n-        array[currentIndex] = tmp;\n+        [\n+          array[currentIndex - 1],\n+          array[currentIndex],\n+        ] = [array[currentIndex], array[currentIndex - 1]];\n \n         // Shift current index left.\n         currentIndex -= 1;'}",[]
44,359,open,The lcsMatrix creation can be optimized.,1,['src/algorithms/sets/longest-common-subsequence/longestCommonSubsequence.js'],1,['longestCommonSubsequence optimization\n\nThe lcsMatrix creation can be optimized.'],"{'Name': 'src/algorithms/sets/longest-common-subsequence/longestCommonSubsequence.js', 'Line Additions': 2, 'Line Deletions': 12, 'Patch': '@@ -5,18 +5,8 @@\n  */\n export default function longestCommonSubsequence(set1, set2) {\n   // Init LCS matrix.\n-  const lcsMatrix = Array(set2.length + 1).fill(null).map(() => Array(set1.length + 1).fill(null));\n-\n-  // Fill first row with zeros.\n-  for (let columnIndex = 0; columnIndex <= set1.length; columnIndex += 1) {\n-    lcsMatrix[0][columnIndex] = 0;\n-  }\n-\n-  // Fill first column with zeros.\n-  for (let rowIndex = 0; rowIndex <= set2.length; rowIndex += 1) {\n-    lcsMatrix[rowIndex][0] = 0;\n-  }\n-\n+  const lcsMatrix = Array(set2.length + 1).fill().map(() => Array(set1.length + 1).fill().map(() => 0));\n+  \n   // Fill rest of the column that correspond to each of two strings.\n   for (let rowIndex = 1; rowIndex <= set2.length; rowIndex += 1) {\n     for (let columnIndex = 1; columnIndex <= set1.length; columnIndex += 1) {'}",[]
45,362,open,"Hello,

I would like to contribute my favourite sorting algorithms. It's not very effective, but it is very easy to understand.

@trekhleb Can I still do something for this project? 

Thanks",2,"['src/algorithms/sorting/quick-sort/QuickSortDeclarative.js', 'src/algorithms/sorting/quick-sort/__test__/QuickSortDeclarative.test.js']",1,['Add declarative version of quick sort'],"{'Name': 'src/algorithms/sorting/quick-sort/__test__/QuickSortDeclarative.test.js', 'Line Additions': 60, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,60 @@\n+import QuickSortDeclarative from '../QuickSortDeclarative';\n+import {\n+  equalArr,\n+  notSortedArr,\n+  reverseArr,\n+  sortedArr,\n+  SortTester,\n+} from '../../SortTester';\n+\n+// Complexity constants.\n+const SORTED_ARRAY_VISITING_COUNT = 20;\n+const NOT_SORTED_ARRAY_VISITING_COUNT = 20;\n+const REVERSE_SORTED_ARRAY_VISITING_COUNT = 20;\n+const EQUAL_ARRAY_VISITING_COUNT = 20;\n+\n+describe('QuickSortDeclarative', () => {\n+  it('should sort array', () => {\n+    SortTester.testSort(QuickSortDeclarative);\n+  });\n+\n+  it('should sort array with custom comparator', () => {\n+    SortTester.testSortWithCustomComparator(QuickSortDeclarative);\n+  });\n+\n+  it('should sort negative numbers', () => {\n+    SortTester.testNegativeNumbersSort(QuickSortDeclarative);\n+  });\n+\n+  it('should visit EQUAL array element specified number of times', () => {\n+    SortTester.testAlgorithmTimeComplexity(\n+      QuickSortDeclarative,\n+      equalArr,\n+      EQUAL_ARRAY_VISITING_COUNT,\n+    );\n+  });\n+\n+  it('should visit SORTED array element specified number of times', () => {\n+    SortTester.testAlgorithmTimeComplexity(\n+      QuickSortDeclarative,\n+      sortedArr,\n+      SORTED_ARRAY_VISITING_COUNT,\n+    );\n+  });\n+\n+  it('should visit NOT SORTED array element specified number of times', () => {\n+    SortTester.testAlgorithmTimeComplexity(\n+      QuickSortDeclarative,\n+      notSortedArr,\n+      NOT_SORTED_ARRAY_VISITING_COUNT,\n+    );\n+  });\n+\n+  it('should visit REVERSE SORTED array element specified number of times', () => {\n+    SortTester.testAlgorithmTimeComplexity(\n+      QuickSortDeclarative,\n+      reverseArr,\n+      REVERSE_SORTED_ARRAY_VISITING_COUNT,\n+    );\n+  });\n+});""}",[]
46,363,open,,2,"['src/algorithms/sets/cartesian-product/__test__/cartesianProduct.test.js', 'src/algorithms/sets/cartesian-product/cartesianProduct.js']",2,"['fix: return empty set when either is empty', 'test cartesian product']","{'Name': 'src/algorithms/sets/cartesian-product/cartesianProduct.js', 'Line Additions': 5, 'Line Deletions': 2, 'Patch': ""@@ -5,14 +5,17 @@\n  * @return {*[]}\n  */\n export default function cartesianProduct(setA, setB) {\n-  // Check if input sets are not empty.\n+  // Check if input sets are not non-arrays.\n   // Otherwise return null since we can't generate Cartesian Product out of them.\n-  if (!setA || !setB || !setA.length || !setB.length) {\n+  if (!setA || !setB) {\n     return null;\n   }\n \n   // Init product set.\n   const product = [];\n+  if (!setA.length || !setB.length) {\n+    return product;\n+  }\n \n   // Now, let's go through all elements of a first and second set and form all possible pairs.\n   for (let indexA = 0; indexA < setA.length; indexA += 1) {""}",[]
47,364,open,"リンクリストより連結リストの方が名称が一般的だと思われます。
The ""連結テスト"" seems to be more general than the ""リンクリスト"".
https://ja.wikipedia.org/wiki/%E9%80%A3%E7%B5%90%E3%83%AA%E3%82%B9%E3%83%88",1,['src/data-structures/linked-list/README.ja-JP.md'],1,['Update README.ja-JP.md\n\nリンクリストより連結リストの方が名称が一般的だと思われます。'],"{'Name': 'src/data-structures/linked-list/README.ja-JP.md', 'Line Additions': 2, 'Line Deletions': 2, 'Patch': '@@ -1,6 +1,6 @@\n-# リンクリスト\n+# 連結リスト\n \n-コンピュータサイエンスにおいて、**リンクリスト**はデータ要素の線形コレクションです。要素の順番はメモリ内の物理的な配置によっては決まりません。代わりに、各要素が次の要素を指しています。リンクリストはノードのグループからなるデータ構造です。最も単純な形式では、各ノードはデータとシーケンス内における次のノードへの参照(つまり、リンク)で構成されています。この構造はイテレーションにおいて任意の位置へ要素を効率的に挿入、削除することを可能にしています。より複雑なリンクリストではリンクをさらに追加することで、任意の要素の参照から要素を効率的に挿入、削除することを可能にしています。リンクリストの欠点はアクセスタイムが線形である(そして、パイプライン処理が難しい)ことです。ランダムアクセスのような高速なアクセスは実現不可能です。配列の方がリンクリストと比較して参照の局所性が優れています。\n+コンピュータサイエンスにおいて、**連結リスト**はデータ要素の線形コレクションです。要素の順番はメモリ内の物理的な配置によっては決まりません。代わりに、各要素が次の要素を指しています。連結リストはノードのグループからなるデータ構造です。最も単純な形式では、各ノードはデータとシーケンス内における次のノードへの参照(つまり、リンク)で構成されています。この構造はイテレーションにおいて任意の位置へ要素を効率的に挿入、削除することを可能にしています。より複雑な連結リストではリンクをさらに追加することで、任意の要素の参照から要素を効率的に挿入、削除することを可能にしています。リンクリストの欠点はアクセスタイムが線形である(そして、パイプライン処理が難しい)ことです。ランダムアクセスのような高速なアクセスは実現不可能です。配列の方が連結リストと比較して参照の局所性が優れています。\n \n ![Linked List](https://upload.wikimedia.org/wikipedia/commons/6/6d/Singly-linked-list.svg)\n '}",[]
48,365,open,"In Japanese, the ""連結リスト"" seems to be more general than the ""リンクされたリスト"".
Furthermore,  the ""双方向リスト"" seems to be more general than the ""二重リンクリスト"".
https://ja.wikipedia.org/wiki/%E9%80%A3%E7%B5%90%E3%83%AA%E3%82%B9%E3%83%88",1,['README.ja-JP.md'],2,"['Update README.ja-JP.md\n\nIn Japanese, the ""連結リスト"" seems to be more general than the ""リンクリスト"".\r\nFurthermore,  the ""双方向リスト"" seems to be more general than the ""二重リンクリスト"".\r\nhttps://ja.wikipedia.org/wiki/%E9%80%A3%E7%B5%90%E3%83%AA%E3%82%B9%E3%83%88', ""Merge branch 'master' into patch-2""]","{'Name': 'README.ja-JP.md', 'Line Additions': 2, 'Line Deletions': 2, 'Patch': '@@ -28,8 +28,8 @@ _Read this in other languages:_\n \n `B` - 初心者, `A` - 上級\n \n-* `B` [リンクされたリスト](src/data-structures/linked-list)\n-* `B` [二重リンクリスト](src/data-structures/doubly-linked-list)\n+* `B` [連結リスト](src/data-structures/linked-list)\n+* `B` [双方向リスト](src/data-structures/doubly-linked-list)\n * `B` [キュー](src/data-structures/queue)\n * `B` [スタック](src/data-structures/stack)\n * `B` [ハッシュ表](src/data-structures/hash-table)'}",[]
49,366,open,【Add】 Longest non-repeating substring,3,"['src/algorithms/string/longest-non-repeating-substring/README.md', 'src/algorithms/string/longest-non-repeating-substring/__test__/longestNonRepeatingSubstring.test.js', 'src/algorithms/string/longest-non-repeating-substring/longestNonRepeatingSubstring.js']",2,"['longest-non-repeating-substring', 'longestNonRepeatingSubstring']","{'Name': 'src/algorithms/string/longest-non-repeating-substring/longestNonRepeatingSubstring.js', 'Line Additions': 26, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,26 @@\n+/**\n+ * 最长不重复子串\n+ * @param {*} s \n+ */\n+export default function lengthOfLongestSubstring(s) { \n+  if(!s){\n+      return 0;\n+  }\n+  let arr = s.split('');// 将s转换成字符数组\n+  let result = [];// 保存当前不重复字符\n+  let maxLength = 0;// 当前最大不重复字符\n+  arr.forEach(char => {\n+      let currentIndex = result.indexOf(char);\n+      result.push(char);\n+      if(currentIndex >= 0){\n+          // 如果出现重复字符，就截取该字符，保证result始终是不重复字符\n+          result = result.slice(currentIndex + 1);\n+      }\n+      if(maxLength < result.length){\n+          // 保存当前最长不重复字符\n+          maxLength = result.length\n+      }\n+  });\n+  \n+  return maxLength;\n+}\n\\ No newline at end of file""}",[]
50,368,open,,3,"['src/algorithms/uncategorized/luhn-algorithm/README.md', 'src/algorithms/uncategorized/luhn-algorithm/__test__/luhnAlgorithm.test.js', 'src/algorithms/uncategorized/luhn-algorithm/luhnAlgorithm.js']",3,"['Adding Luhn algorithm', ""Merge branch 'master' into luhn_algorithm"", ""Merge branch 'master' into luhn_algorithm""]","{'Name': 'src/algorithms/uncategorized/luhn-algorithm/luhnAlgorithm.js', 'Line Additions': 43, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,43 @@\n+/**\n+ * Returns true/false depending on input account number\n+ *\n+ * @param {string\\number} accountNumber\n+ * @return {boolean}\n+ */\n+export default function luhnAlgorithm(accountNumber) {\n+  // create two variables s1 and s2 for the odd digit and even digit sums.\n+  let s1 = 0;\n+  let s2 = 0;\n+\n+  // create variable to decrement accountNumber\n+  let accountNo = accountNumber;\n+\n+  // create flag to toggle between oddDigit and evenDigit\n+  let isOddDigit = true;\n+\n+\n+  while (accountNo > 0) {\n+    // use mod 10 to get next digit\n+    const nextDigit = accountNo % 10;\n+\n+    // decrease accountNo by dividing it by 10\n+    accountNo = Math.floor(accountNo / 10);\n+\n+    // if oddDigit, add nextDigit to s1\n+    if (isOddDigit) {\n+      s1 += nextDigit;\n+    } else {\n+      // else, double nextDigit\n+      const twiceDigit = nextDigit * 2;\n+\n+      // add the sum of twiceDigit's digits to s2\n+      s2 += (twiceDigit % 10) + Math.floor(twiceDigit / 10);\n+    }\n+\n+    // toggle isOddDigit flag\n+    isOddDigit = !isOddDigit;\n+  }\n+\n+  // if s1 + s2 mod 10 is 0, the accountNumber is valid\n+  return (s1 + s2) % 10 === 0;\n+}""}",[]
51,372,open,"Hi, good to see javascript data-structures and algorithms stacked at one place. So thought of contributing to it.
I added algorithms for conversion of a binary number to decimal number and vice versa in algorithms/math/binary directory. Let me know if it sounds good.",8,"['package.json', 'src/algorithms/math/binary/README.md', 'src/algorithms/math/binary/__test__/binaryToDecimal.test.js', 'src/algorithms/math/binary/__test__/decimalToBinary.test.js', 'src/algorithms/math/binary/binaryToDecimal.js', 'src/algorithms/math/binary/decimalToBinary.js', 'src/algorithms/math/binary/images/binaryToDecimal.PNG', 'src/algorithms/math/binary/images/decimalToBinary.PNG']",9,"['algorithms for conversion of binary number to decimal number and vice versa is added', 'Update README.md', 'Update README.md', 'errors updated', 'added more test cases', 'test cases changed', 'added more test cases', 'minor changes', 'minor changes']","{'Name': 'src/algorithms/math/binary/images/decimalToBinary.PNG', 'Line Additions': 0, 'Line Deletions': 0, 'Patch': None}",[]
52,373,open,binary-search-tree fake code error.,2,"['src/data-structures/tree/binary-search-tree/README.md', 'src/data-structures/tree/binary-search-tree/README.pt-BR.md']",1,['fix fake code error of traversal'],"{'Name': 'src/data-structures/tree/binary-search-tree/README.pt-BR.md', 'Line Additions': 3, 'Line Deletions': 3, 'Patch': '@@ -222,7 +222,7 @@ end findMax\n inorder(root)\n   Pre: root is the root node of the BST\n   Post: the nodes in the BST have been visited in inorder\n-  if root = ø\n+  if root != ø\n     inorder(root.left)\n     yield root.value\n     inorder(root.right)\n@@ -236,7 +236,7 @@ end inorder\n preorder(root)\n   Pre: root is the root node of the BST\n   Post: the nodes in the BST have been visited in preorder\n-  if root = ø\n+  if root != ø\n     yield root.value\n     preorder(root.left)\n     preorder(root.right)\n@@ -250,7 +250,7 @@ end preorder\n postorder(root)\n   Pre: root is the root node of the BST\n   Post: the nodes in the BST have been visited in postorder\n-  if root = ø\n+  if root != ø\n     postorder(root.left)\n     postorder(root.right)\n     yield root.value'}",[]
53,377,open,,1,['src/data-structures/tree/avl-tree/AvlTree.js'],1,['Fixed balancing of avl tree after insertion or deletion'],"{'Name': 'src/data-structures/tree/avl-tree/AvlTree.js', 'Line Additions': 36, 'Line Deletions': 4, 'Patch': ""@@ -9,9 +9,12 @@ export default class AvlTree extends BinarySearchTree {\n     super.insert(value);\n \n     // Let's move up to the root and check balance factors along the way.\n-    let currentNode = this.root.find(value);\n+    let insertedNode = this.root.find(value);\n+    let currentNode = insertedNode;\n     while (currentNode) {\n-      this.balance(currentNode);\n+      if (this.balanceInsert(currentNode, insertedNode)) {\n+        return;\n+      }\n       currentNode = currentNode.parent;\n     }\n   }\n@@ -25,13 +28,42 @@ export default class AvlTree extends BinarySearchTree {\n     super.remove(value);\n \n     // Balance the tree starting from the root node.\n-    this.balance(this.root);\n+\n+    let currentNode = this.root.find(value);\n+    \n+    while(currentNode) {\n+      this.balanceRemove(currentNode);\n+      currentNode = currentNode.parent;\n+    }\n+  }\n+\n+  /**\n+   * @param {BinarySearchTreeNode} node\n+   * @return {Boolean}\n+   */\n+  balanceInsert(node, insertedNode) {\n+    if (node.balanceFactor > 1) {\n+      if (insertedNode.value < node.value) {\n+        this.rotateLeftLeft(node);\n+      } else {\n+        this.rotateLeftRight(node);\n+      }\n+      return true;\n+    } else if (node.balanceFactor < -1) {\n+      if (insertedNode.value > node.value) {\n+        this.rotateRightRight(node);\n+      } else {\n+        this.rotateRightLeft(node);\n+      }\n+      return true;\n+    }\n+    return false;\n   }\n \n   /**\n    * @param {BinarySearchTreeNode} node\n    */\n-  balance(node) {\n+  balanceRemove(node) {\n     // If balance factor is not OK then try to balance the node.\n     if (node.balanceFactor > 1) {\n       // Left rotation.""}",[]
54,379,open,"The code will now throw error if someone tries to index values less than 1.
Also code still works for n == 1 case.",4,"['src/algorithms/math/fibonacci/__test__/fibonacci.test.js', 'src/algorithms/math/fibonacci/__test__/fibonacciNth.test.js', 'src/algorithms/math/fibonacci/fibonacci.js', 'src/algorithms/math/fibonacci/fibonacciNth.js']",11,"['throw error for wrong index', 'throw error for wrong index..', 'add comment for code', 'correcting error', 'checking lint errors', 'checking lint errors', 'correcting lint errors', 'Adding test for error condition', 'adding test for error case', 'updating test', 'Update test']","{'Name': 'src/algorithms/math/fibonacci/fibonacciNth.js', 'Line Additions': 3, 'Line Deletions': 2, 'Patch': ""@@ -8,8 +8,9 @@ export default function fibonacciNth(n) {\n   let currentValue = 1;\n   let previousValue = 0;\n \n-  if (n === 1) {\n-    return 1;\n+  // Throw error if index is not correct\n+  if (n < 1) {\n+    throw new Error('Cannot have values less than 1');\n   }\n \n   let iterationsCounter = n - 1;""}",[]
55,380,open,"adding Bucket sort, the algorithm works for the 'sort.testSort()' test, but i'm not sure what the 'testSortWithCustomComparator' and the rest of those mean, or how to implement them. So please feel free to update the sort to work with those. ",3,"['src/algorithms/sorting/Bucket-sort/BucketSort.js', 'src/algorithms/sorting/Bucket-sort/README.md', 'src/algorithms/sorting/Bucket-sort/__test__/BucketSort.test.js']",3,"['Bucket Sort\n\nNot perfect but a good start', 'updated read me', 'read me']","{'Name': 'src/algorithms/sorting/Bucket-sort/__test__/BucketSort.test.js', 'Line Additions': 64, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,64 @@\n+import BucketSort from '../BucketSort';\n+import {\n+  equalArr,\n+  notSortedArr,\n+  reverseArr,\n+  sortedArr,\n+  SortTester,\n+} from '../../SortTester';\n+\n+// Complexity constants.\n+// const SORTED_ARRAY_VISITING_COUNT = 20;\n+// const NOT_SORTED_ARRAY_VISITING_COUNT = 189;\n+// const REVERSE_SORTED_ARRAY_VISITING_COUNT = 209;\n+// const EQUAL_ARRAY_VISITING_COUNT = 20;\n+\n+describe('BucketSort', () => {\n+  it('should sort array', () => {\n+    SortTester.testSort(BucketSort);\n+  });\n+\n+  // it('should sort array with custom comparator', () => {\n+  //   SortTester.testSortWithCustomComparator(BucketSort);\n+  // });\n+\n+  // it('should do stable sorting', () => {\n+  //   SortTester.testSortStability(BucketSort);\n+  // });\n+\n+  // it('should sort negative numbers', () => {\n+  //   SortTester.testNegativeNumbersSort(BucketSort);\n+  // });\n+\n+  // it('should visit EQUAL array element specified number of times', () => {\n+  //   SortTester.testAlgorithmTimeComplexity(\n+  //     BucketSort,\n+  //     equalArr,\n+  //     EQUAL_ARRAY_VISITING_COUNT,\n+  //   );\n+  // });\n+\n+  // it('should visit SORTED array element specified number of times', () => {\n+  //   SortTester.testAlgorithmTimeComplexity(\n+  //     BucketSort,\n+  //     sortedArr,\n+  //     SORTED_ARRAY_VISITING_COUNT,\n+  //   );\n+  // });\n+\n+  // it('should visit NOT SORTED array element specified number of times', () => {\n+  //   SortTester.testAlgorithmTimeComplexity(\n+  //     BucketSort,\n+  //     notSortedArr,\n+  //     NOT_SORTED_ARRAY_VISITING_COUNT,\n+  //   );\n+  // });\n+\n+  // it('should visit REVERSE SORTED array element specified number of times', () => {\n+  //   SortTester.testAlgorithmTimeComplexity(\n+  //     BucketSort,\n+  //     reverseArr,\n+  //     REVERSE_SORTED_ARRAY_VISITING_COUNT,\n+  //   );\n+  // });\n+});""}",[]
56,381,open,I am playing with comments to get final results about this,1,['src/data-structures/stack/__test__/Stack.test.js'],2,"['Update Stack.test.js', 'adding a new comment to the file']","{'Name': 'src/data-structures/stack/__test__/Stack.test.js', 'Line Additions': 4, 'Line Deletions': 0, 'Patch': ""@@ -75,3 +75,7 @@ describe('Stack', () => {\n     expect(stack.toArray()).toEqual([3, 2, 1]);\n   });\n });\n+\n+\n+//adding a comment\n+//another comment with the difference of a new branch""}",[]
57,382,open,"Hello guys! I saw the project and I like so much of maths algorithms. I saw the fibonacci sequence, that is perfect, but I remember of other sequence, the tribonacci sequence, so what I did was implent this and the respectives tests. 

Basically is like fibonacci, but sum the three last elements from sequence. References:

https://brilliant.org/wiki/tribonacci-sequence/
http://mathworld.wolfram.com/TribonacciNumber.html
https://math.stackexchange.com/questions/2280243/tribonacci-sequence-term",5,"['src/algorithms/math/tribonacci/README.md', 'src/algorithms/math/tribonacci/__test__/tribonacci.test.js', 'src/algorithms/math/tribonacci/__test__/tribonacciNth.test.js', 'src/algorithms/math/tribonacci/tribonacci.js', 'src/algorithms/math/tribonacci/tribonacciNth.js']",8,"['Tribonacci sequence', 'Fixing name of file', 'Adding tests to tribonacci', 'Adding readme', 'Fixing the spaces identation', 'Fixing the spaces', 'Fixing the algorithm', 'Shore refacto']","{'Name': 'src/algorithms/math/tribonacci/tribonacciNth.js', 'Line Additions': 17, 'Line Deletions': 0, 'Patch': '@@ -0,0 +1,17 @@\n+/**\n+ * Calculate tribonacci number at specific position using Dynamic Programming approach.\n+ *\n+ * @param n\n+ * @return {number}\n+ */\n+export default function tribonacciNth(n) {\n+  const tribSequence = [0, 0, 1];\n+  let currentValue = 1;\n+\n+  for (let i = 3; i <= n; i += 1) {\n+    tribSequence.push(currentValue);\n+    currentValue += tribSequence[i - 1] + tribSequence[i - 2];\n+  }\n+\n+  return tribSequence[n];\n+}'}",[]
